date;Region;dengue;dengue hemorragico;mosquito dengue;dolor de cabeza;mosquitos;sintomas dengue;vomito
2013-03-10;CO-SAN;23;0;0;0;14;24;0
2013-03-17;CO-SAN;63;23;0;43;0;0;32
2013-03-24;CO-SAN;0;0;0;99;0;0;0
2013-03-31;CO-SAN;34;20;0;31;0;100;0
2013-04-07;CO-SAN;39;42;0;90;0;36;0
2013-04-14;CO-SAN;55;19;0;27;0;0;0
2013-04-21;CO-SAN;69;0;0;25;45;0;0
2013-04-28;CO-SAN;61;0;0;30;0;0;19
2013-05-05;CO-SAN;58;0;0;0;30;0;22
2013-05-12;CO-SAN;35;59;0;31;0;43;0
2013-05-19;CO-SAN;56;44;0;0;0;0;61
2013-05-26;CO-SAN;55;0;0;42;19;0;23
2013-06-02;CO-SAN;70;0;0;39;0;37;0
2013-06-09;CO-SAN;43;0;0;28;0;0;0
2013-06-16;CO-SAN;31;0;0;0;0;0;100
2013-06-23;CO-SAN;22;0;0;100;0;0;0
2013-06-30;CO-SAN;0;0;0;0;25;0;0
2013-07-07;CO-SAN;61;64;0;32;0;29;50
2013-07-14;CO-SAN;31;0;0;52;0;0;0
2013-07-21;CO-SAN;48;0;0;41;33;0;64
2013-07-28;CO-SAN;43;0;0;23;0;0;23
2013-08-04;CO-SAN;42;0;0;41;0;0;0
2013-08-11;CO-SAN;43;31;0;61;23;18;0
2013-08-18;CO-SAN;0;0;0;49;21;21;47
2013-08-25;CO-SAN;55;34;0;77;19;23;0
2013-09-01;CO-SAN;39;32;0;0;0;18;30
2013-09-08;CO-SAN;35;0;0;0;0;33;74
2013-09-15;CO-SAN;32;0;0;0;13;23;55
2013-09-22;CO-SAN;89;0;0;21;0;34;0
2013-09-29;CO-SAN;36;0;0;77;45;22;0
2013-10-06;CO-SAN;29;41;0;42;100;22;0
2013-10-13;CO-SAN;0;45;0;36;0;0;36
2013-10-20;CO-SAN;64;44;0;50;0;0;22
2013-10-27;CO-SAN;42;33;0;49;0;0;0
2013-11-03;CO-SAN;0;0;0;43;0;67;0
2013-11-10;CO-SAN;100;100;0;38;0;0;0
2013-11-17;CO-SAN;53;26;0;29;0;37;52
2013-11-24;CO-SAN;100;0;0;0;16;0;0
2013-12-01;CO-SAN;28;0;0;78;0;0;29
2013-12-08;CO-SAN;0;0;0;0;0;0;0
2013-12-15;CO-SAN;65;81;0;58;0;0;33
2013-12-22;CO-SAN;45;0;0;56;0;0;40
2013-12-29;CO-SAN;21;0;0;0;0;0;36
2014-01-05;CO-SAN;53;0;0;56;0;100;38
2014-01-12;CO-SAN;0;0;0;48;0;0;0
2014-01-19;CO-SAN;42;0;0;0;0;0;24
2014-01-26;CO-SAN;74;0;0;26;0;34;48
2014-02-02;CO-SAN;0;56;0;78;28;21;25
2014-02-09;CO-SAN;51;0;0;49;0;23;43
2014-02-16;CO-SAN;33;0;0;42;0;0;41
2014-02-23;CO-SAN;0;0;0;35;40;0;0
2014-03-02;CO-SAN;30;0;0;80;23;0;0
2014-03-09;CO-SAN;0;0;0;43;0;41;22
2014-03-16;CO-SAN;36;47;0;0;30;17;100
2014-03-23;CO-SAN;69;0;0;49;0;40;0
2014-03-30;CO-SAN;77;39;0;0;0;19;0
2014-04-06;CO-SAN;35;0;0;24;0;0;0
2014-04-13;CO-SAN;48;0;0;53;0;19;0
2014-04-20;CO-SAN;40;29;0;30;59;0;22
2014-04-27;CO-SAN;26;0;0;0;0;0;0
2014-05-04;CO-SAN;27;40;0;73;0;0;34
2014-05-11;CO-SAN;55;0;0;0;24;25;34
2014-05-18;CO-SAN;51;0;0;50;0;37;0
2014-05-25;CO-SAN;17;0;0;49;0;29;33
2014-06-01;CO-SAN;100;0;0;0;26;16;0
2014-06-08;CO-SAN;43;37;0;22;0;0;40
2014-06-15;CO-SAN;59;0;0;0;35;0;51
2014-06-22;CO-SAN;87;0;0;0;0;0;38
2014-06-29;CO-SAN;53;0;0;0;0;0;41
2014-07-06;CO-SAN;62;33;0;34;0;0;0
2014-07-13;CO-SAN;40;0;0;0;0;0;0
2014-07-20;CO-SAN;39;25;0;0;0;18;0
2014-07-27;CO-SAN;94;0;0;0;0;17;23
2014-08-03;CO-SAN;38;0;0;87;25;0;0
2014-08-10;CO-SAN;38;38;0;37;0;0;26
2014-08-17;CO-SAN;27;23;0;21;0;0;0
2014-08-24;CO-SAN;49;0;0;61;0;0;52
2014-08-31;CO-SAN;20;0;0;85;38;46;0
2014-09-07;CO-SAN;43;100;0;0;0;0;0
2014-09-14;CO-SAN;36;0;0;0;0;26;32
2014-09-21;CO-SAN;53;0;0;59;0;0;0
2014-09-28;CO-SAN;28;24;0;32;100;0;36
2014-10-05;CO-SAN;0;21;0;0;0;0;30
2014-10-12;CO-SAN;19;0;0;34;52;0;49
2014-10-19;CO-SAN;54;0;0;56;60;45;40
2014-10-26;CO-SAN;31;0;0;0;0;23;53
2014-11-02;CO-SAN;60;0;0;69;41;33;0
2014-11-09;CO-SAN;74;0;0;0;0;0;32
2014-11-16;CO-SAN;41;39;0;57;0;0;37
2014-11-23;CO-SAN;0;0;0;46;0;0;31
2014-11-30;CO-SAN;0;31;0;49;0;0;39
2014-12-07;CO-SAN;0;0;0;0;0;0;31
2014-12-14;CO-SAN;0;0;0;0;0;25;0
2014-12-21;CO-SAN;0;0;0;100;40;0;0
2014-12-28;CO-SAN;0;0;0;0;0;0;0
2015-01-04;CO-SAN;100;0;0;42;0;0;50
2015-01-11;CO-SAN;45;0;0;0;0;0;30
2015-01-18;CO-SAN;67;0;0;39;0;0;38
2015-01-25;CO-SAN;96;0;0;30;100;0;0
2015-02-01;CO-SAN;0;0;0;70;0;29;0
2015-02-08;CO-SAN;45;0;0;28;0;100;0
2015-02-15;CO-SAN;19;0;0;18;0;0;21
2015-02-22;CO-SAN;0;100;0;0;0;0;0
2015-03-01;CO-SAN;0;0;0;28;0;0;0
2015-03-08;CO-SAN;35;0;0;0;0;36;0
2015-03-15;CO-SAN;34;0;0;57;0;0;0
2015-03-22;CO-SAN;31;0;0;31;0;0;0
2015-03-29;CO-SAN;0;0;0;31;0;0;0
2015-04-05;CO-SAN;0;65;0;0;0;0;0
2015-04-12;CO-SAN;26;0;0;91;0;0;42
2015-04-19;CO-SAN;51;0;0;25;0;0;52
2015-04-26;CO-SAN;54;0;0;50;0;0;43
2015-05-03;CO-SAN;0;0;0;0;37;0;0
2015-05-10;CO-SAN;61;0;0;0;0;0;0
2015-05-17;CO-SAN;0;0;0;62;0;0;71
2015-05-24;CO-SAN;0;0;0;0;0;0;33
2015-05-31;CO-SAN;0;0;0;87;57;29;0
2015-06-07;CO-SAN;0;0;0;0;0;0;0
2015-06-14;CO-SAN;0;0;0;37;26;0;0
2015-06-21;CO-SAN;0;0;0;37;0;0;67
2015-06-28;CO-SAN;0;0;0;19;0;0;55
2015-07-05;CO-SAN;0;0;0;0;20;29;0
2015-07-12;CO-SAN;24;55;0;20;23;0;100
2015-07-19;CO-SAN;32;0;0;26;0;0;30
2015-07-26;CO-SAN;0;44;0;24;68;22;52
2015-08-02;CO-SAN;23;0;0;0;39;0;33
2015-08-09;CO-SAN;31;0;0;0;0;73;0
2015-08-16;CO-SAN;16;0;0;36;0;51;0
2015-08-23;CO-SAN;30;35;0;80;0;0;23
2015-08-30;CO-SAN;45;0;0;0;0;31;43
2015-09-06;CO-SAN;31;0;0;28;0;0;23
2015-09-13;CO-SAN;0;0;0;21;0;23;53
2015-09-20;CO-SAN;33;0;0;40;0;0;47
2015-09-27;CO-SAN;34;63;0;100;26;0;55
2015-10-04;CO-SAN;0;0;0;63;0;0;61
2015-10-11;CO-SAN;0;0;0;42;19;0;24
2015-10-18;CO-SAN;37;77;0;72;0;0;0
2015-10-25;CO-SAN;23;0;0;0;0;0;41
2015-11-01;CO-SAN;28;0;0;0;32;0;0
2015-11-08;CO-SAN;33;0;0;14;0;0;20
2015-11-15;CO-SAN;69;0;0;19;0;0;0
2015-11-22;CO-SAN;37;0;0;35;0;0;33
2015-11-29;CO-SAN;0;0;0;16;0;0;45
2015-12-06;CO-SAN;35;0;0;57;24;0;35
2015-12-13;CO-SAN;61;37;0;28;0;77;56
2015-12-20;CO-SAN;0;0;0;35;0;29;28
2015-12-27;CO-SAN;88;0;0;57;30;0;0
2016-01-03;CO-SAN;80;100;0;58;0;0;0
2016-01-10;CO-SAN;78;0;0;28;0;51;100
2016-01-17;CO-SAN;48;0;0;26;0;0;35
2016-01-24;CO-SAN;67;0;0;72;0;0;61
2016-01-31;CO-SAN;24;0;0;72;97;61;34
2016-02-07;CO-SAN;0;0;0;78;100;100;0
2016-02-14;CO-SAN;69;0;0;53;38;0;37
2016-02-21;CO-SAN;0;40;0;0;0;0;39
2016-02-28;CO-SAN;48;35;0;77;0;0;0
2016-03-06;CO-SAN;56;0;0;30;28;0;41
2016-03-13;CO-SAN;53;41;0;77;0;0;43
2016-03-20;CO-SAN;0;0;0;0;0;0;63
2016-03-27;CO-SAN;30;0;0;48;0;0;17
2016-04-03;CO-SAN;0;0;0;70;52;0;0
2016-04-10;CO-SAN;41;0;0;37;34;62;45
2016-04-17;CO-SAN;47;0;0;40;35;21;29
2016-04-24;CO-SAN;0;0;0;47;0;0;35
2016-05-01;CO-SAN;68;70;0;20;0;47;29
2016-05-08;CO-SAN;35;0;0;24;47;0;13
2016-05-15;CO-SAN;0;0;0;100;34;0;19
2016-05-22;CO-SAN;36;0;0;48;0;43;0
2016-05-29;CO-SAN;59;47;0;58;0;0;22
2016-06-05;CO-SAN;100;0;0;53;0;0;19
2016-06-12;CO-SAN;0;0;0;36;34;22;37
2016-06-19;CO-SAN;33;44;0;69;0;0;18
2016-06-26;CO-SAN;37;0;0;0;0;0;0
2016-07-03;CO-SAN;29;0;0;26;0;0;0
2016-07-10;CO-SAN;42;0;0;39;0;0;20
2016-07-17;CO-SAN;56;0;0;0;0;0;22
2016-07-24;CO-SAN;0;0;0;39;0;27;0
2016-07-31;CO-SAN;0;0;0;46;0;0;0
2016-08-07;CO-SAN;25;0;0;36;0;0;19
2016-08-14;CO-SAN;28;49;0;0;0;0;0
2016-08-21;CO-SAN;0;70;0;46;0;0;23
2016-08-28;CO-SAN;19;0;0;37;0;27;35
2016-09-04;CO-SAN;71;0;0;54;0;0;22
2016-09-11;CO-SAN;0;0;0;51;0;0;32
2016-09-18;CO-SAN;38;46;0;54;0;40;28
2016-09-25;CO-SAN;40;34;0;89;0;0;13
2016-10-02;CO-SAN;18;32;0;28;0;0;0
2016-10-09;CO-SAN;0;0;0;62;0;0;0
2016-10-16;CO-SAN;80;0;0;78;0;0;84
2016-10-23;CO-SAN;0;0;0;0;51;22;33
2016-10-30;CO-SAN;46;0;0;0;0;0;17
2016-11-06;CO-SAN;0;0;0;21;0;0;35
2016-11-13;CO-SAN;54;0;0;36;27;0;0
2016-11-20;CO-SAN;0;0;0;0;30;0;0
2016-11-27;CO-SAN;40;51;0;55;0;26;0
2016-12-04;CO-SAN;46;0;0;61;0;35;0
2016-12-11;CO-SAN;0;0;0;61;33;0;0
2016-12-18;CO-SAN;0;0;0;66;0;0;0
2016-12-25;CO-SAN;40;66;0;68;50;0;33
2017-01-01;CO-SAN;100;0;0;58;0;0;36
2017-01-08;CO-SAN;0;0;0;43;25;0;52
2017-01-15;CO-SAN;18;0;0;28;0;58;100
2017-01-22;CO-SAN;0;0;0;13;37;0;0
2017-01-29;CO-SAN;23;0;0;27;0;0;56
2017-02-05;CO-SAN;0;100;0;0;30;0;38
2017-02-12;CO-SAN;16;0;0;0;35;0;50
2017-02-19;CO-SAN;0;0;0;28;0;0;57
2017-02-26;CO-SAN;21;0;0;27;0;0;50
2017-03-05;CO-SAN;20;0;0;0;0;0;36
2017-03-12;CO-SAN;21;0;0;43;0;41;15
2017-03-19;CO-SAN;22;0;0;0;29;0;30
2017-03-26;CO-SAN;15;0;0;36;0;0;0
2017-04-02;CO-SAN;36;79;0;32;0;100;0
2017-04-09;CO-SAN;0;0;0;49;0;0;75
2017-04-16;CO-SAN;0;0;0;58;17;0;24
2017-04-23;CO-SAN;0;0;0;19;19;63;52
2017-04-30;CO-SAN;0;86;0;64;38;0;54
2017-05-07;CO-SAN;15;74;0;25;0;0;0
2017-05-14;CO-SAN;0;0;0;78;16;81;63
2017-05-21;CO-SAN;35;0;0;18;0;100;57
2017-05-28;CO-SAN;36;0;0;42;0;0;34
2017-06-04;CO-SAN;0;0;0;24;0;0;47
2017-06-11;CO-SAN;0;72;0;14;0;0;0
2017-06-18;CO-SAN;0;0;0;24;0;0;43
2017-06-25;CO-SAN;0;0;0;46;0;0;0
2017-07-02;CO-SAN;0;0;0;70;35;0;53
2017-07-09;CO-SAN;0;0;0;41;0;0;0
2017-07-16;CO-SAN;0;0;0;36;0;0;0
2017-07-23;CO-SAN;52;0;0;100;16;0;0
2017-07-30;CO-SAN;0;0;0;43;0;60;0
2017-08-06;CO-SAN;19;51;0;67;0;57;36
2017-08-13;CO-SAN;46;0;0;21;0;0;28
2017-08-20;CO-SAN;23;0;0;20;0;0;28
2017-08-27;CO-SAN;25;0;0;27;72;0;33
2017-09-03;CO-SAN;17;0;0;67;14;0;44
2017-09-10;CO-SAN;53;0;0;45;30;0;59
2017-09-17;CO-SAN;30;57;0;32;47;0;32
2017-09-24;CO-SAN;0;54;0;52;0;40;37
2017-10-01;CO-SAN;52;0;0;78;0;0;0
2017-10-08;CO-SAN;0;0;0;58;45;0;0
2017-10-15;CO-SAN;33;0;0;18;0;0;31
2017-10-22;CO-SAN;0;0;0;35;0;0;45
2017-10-29;CO-SAN;0;0;0;33;18;0;34
2017-11-05;CO-SAN;0;49;0;56;0;0;33
2017-11-12;CO-SAN;0;0;0;17;0;0;0
2017-11-19;CO-SAN;22;0;0;33;0;0;23
2017-11-26;CO-SAN;0;0;0;63;0;0;26
2017-12-03;CO-SAN;48;0;0;28;0;0;53
2017-12-10;CO-SAN;29;0;0;14;0;0;83
2017-12-17;CO-SAN;0;0;0;39;24;0;49
2017-12-24;CO-SAN;0;65;0;29;0;0;88
2017-12-31;CO-SAN;0;0;0;27;100;0;81
2018-01-07;CO-SAN;0;0;0;41;0;100;64
2018-01-14;CO-SAN;26;0;0;53;0;0;0
2018-01-21;CO-SAN;59;0;0;65;24;0;30
2018-01-28;CO-SAN;32;0;0;31;0;0;0
2018-02-04;CO-SAN;0;0;0;35;85;0;63
2018-02-11;CO-SAN;0;0;0;14;0;0;32
2018-02-18;CO-SAN;23;0;0;0;30;39;38
2018-02-25;CO-SAN;27;0;0;42;0;35;0
2018-03-04;CO-SAN;0;0;0;13;0;0;62
2018-03-11;CO-SAN;27;30;0;45;0;75;58
2018-03-18;CO-SAN;47;0;0;36;25;0;75
2018-03-25;CO-SAN;0;0;0;80;0;0;21
2018-04-01;CO-SAN;25;0;0;43;0;0;86
2018-04-08;CO-SAN;57;0;0;20;0;47;0
2018-04-15;CO-SAN;59;0;0;28;0;0;46
2018-04-22;CO-SAN;42;0;0;36;37;32;28
2018-04-29;CO-SAN;36;0;0;53;0;0;0
2018-05-06;CO-SAN;32;0;0;0;100;0;48
2018-05-13;CO-SAN;32;0;0;53;0;0;42
2018-05-20;CO-SAN;17;0;0;39;30;0;73
2018-05-27;CO-SAN;68;0;0;66;21;39;53
2018-06-03;CO-SAN;100;0;0;55;0;0;38
2018-06-10;CO-SAN;0;0;0;38;0;0;88
2018-06-17;CO-SAN;46;0;0;16;0;84;0
2018-06-24;CO-SAN;0;28;0;64;28;64;65
2018-07-01;CO-SAN;41;68;0;37;44;24;0
2018-07-08;CO-SAN;40;0;0;58;0;0;85
2018-07-15;CO-SAN;54;0;0;44;0;0;0
2018-07-22;CO-SAN;0;75;0;70;0;0;0
2018-07-29;CO-SAN;20;44;0;59;25;0;56
2018-08-05;CO-SAN;0;34;0;67;0;0;49
2018-08-12;CO-SAN;0;0;0;50;0;35;27
2018-08-19;CO-SAN;29;0;0;52;0;0;83
2018-08-26;CO-SAN;46;100;0;43;0;0;27
2018-09-02;CO-SAN;59;56;0;33;0;0;16
2018-09-09;CO-SAN;61;0;0;58;0;0;41
2018-09-16;CO-SAN;0;0;0;27;0;0;0
2018-09-23;CO-SAN;0;34;0;24;0;30;71
2018-09-30;CO-SAN;0;0;0;33;0;34;0
2018-10-07;CO-SAN;0;39;0;57;35;28;0
2018-10-14;CO-SAN;74;0;0;22;27;0;0
2018-10-21;CO-SAN;22;0;0;34;38;0;38
2018-10-28;CO-SAN;0;34;0;36;0;0;22
2018-11-04;CO-SAN;36;0;0;44;0;0;64
2018-11-11;CO-SAN;59;40;0;29;44;36;77
2018-11-18;CO-SAN;0;0;0;45;0;50;66
2018-11-25;CO-SAN;21;0;0;83;0;0;49
2018-12-02;CO-SAN;0;0;0;52;0;0;68
2018-12-09;CO-SAN;40;0;0;100;41;0;81
2018-12-16;CO-SAN;25;0;0;64;31;0;39
2018-12-23;CO-SAN;28;0;0;50;0;0;0
2018-12-30;CO-SAN;90;44;0;37;37;0;100
2019-01-06;CO-SAN;0;0;0;73;46;53;100
2019-01-13;CO-SAN;0;0;0;62;47;0;58
2019-01-20;CO-SAN;54;68;0;45;0;54;44
2019-01-27;CO-SAN;100;0;0;100;0;60;55
2019-02-03;CO-SAN;20;0;0;52;0;0;40
2019-02-10;CO-SAN;11;100;0;52;0;81;34
2019-02-17;CO-SAN;29;65;0;20;0;33;45
2019-02-24;CO-SAN;38;0;0;39;0;0;0
2019-03-03;CO-SAN;17;0;0;75;0;92;49
2019-03-10;CO-SAN;50;0;0;28;0;0;16
2019-03-17;CO-SAN;51;57;0;57;0;0;26
2019-03-24;CO-SAN;20;67;0;41;44;0;16
2019-03-31;CO-SAN;19;0;0;71;0;0;51
2019-04-07;CO-SAN;64;0;0;37;0;0;42
2019-04-14;CO-SAN;27;0;0;52;48;0;35
2019-04-21;CO-SAN;26;0;0;70;0;0;40
2019-04-28;CO-SAN;44;0;0;57;0;0;34
2019-05-05;CO-SAN;42;0;0;32;60;0;0
2019-05-12;CO-SAN;36;0;0;44;80;0;45
2019-05-19;CO-SAN;54;66;0;32;0;72;0
2019-05-26;CO-SAN;29;0;0;80;0;0;12
2019-06-02;CO-SAN;28;0;0;57;35;32;13
2019-06-09;CO-SAN;50;0;0;70;61;0;14
2019-06-16;CO-SAN;37;0;0;59;34;0;19
2019-06-23;CO-SAN;41;0;0;73;0;48;28
2019-06-30;CO-SAN;75;0;0;96;0;0;30
2019-07-07;CO-SAN;40;58;0;72;0;0;40
2019-07-14;CO-SAN;52;0;0;40;51;0;56
2019-07-21;CO-SAN;57;0;0;66;0;50;39
2019-07-28;CO-SAN;52;0;0;37;37;24;48
2019-08-04;CO-SAN;31;0;0;69;37;0;31
2019-08-11;CO-SAN;40;0;0;41;0;0;32
2019-08-18;CO-SAN;62;0;0;96;0;0;54
2019-08-25;CO-SAN;56;0;0;79;82;43;22
2019-09-01;CO-SAN;44;0;0;73;0;32;30
2019-09-08;CO-SAN;24;0;0;83;0;24;31
2019-09-15;CO-SAN;39;0;0;32;0;0;0
2019-09-22;CO-SAN;22;0;0;23;0;0;27
2019-09-29;CO-SAN;35;61;0;56;0;0;19
2019-10-06;CO-SAN;45;67;0;35;0;29;38
2019-10-13;CO-SAN;25;49;0;53;0;98;0
2019-10-20;CO-SAN;49;0;0;33;93;45;25
2019-10-27;CO-SAN;34;47;0;42;0;45;31
2019-11-03;CO-SAN;40;0;0;56;0;50;42
2019-11-10;CO-SAN;34;0;0;32;33;25;33
2019-11-17;CO-SAN;25;0;0;17;0;100;22
2019-11-24;CO-SAN;59;0;0;66;37;36;24
2019-12-01;CO-SAN;38;0;0;73;100;0;49
2019-12-08;CO-SAN;27;65;0;37;0;0;39
2019-12-15;CO-SAN;17;57;0;79;42;37;14
2019-12-22;CO-SAN;58;97;0;68;0;0;56
2019-12-29;CO-SAN;67;0;0;43;55;50;30
2020-01-05;CO-SAN;60;38;0;83;100;0;89
2020-01-12;CO-SAN;74;0;0;64;0;35;100
2020-01-19;CO-SAN;77;35;0;55;0;58;70
2020-01-26;CO-SAN;53;0;0;61;0;0;34
2020-02-02;CO-SAN;100;0;0;48;0;58;71
2020-02-09;CO-SAN;70;0;0;45;100;85;89
2020-02-16;CO-SAN;35;0;0;42;0;100;62
2020-02-23;CO-SAN;44;0;0;71;43;0;36
2020-03-01;CO-SAN;51;100;0;46;32;39;89
2020-03-08;CO-SAN;76;18;0;61;0;48;0
2020-03-15;CO-SAN;46;0;0;65;0;0;71
2020-03-22;CO-SAN;53;0;0;89;49;0;74
2020-03-29;CO-SAN;39;0;0;69;49;0;0
2020-04-05;CO-SAN;37;0;0;59;0;0;0
2020-04-12;CO-SAN;57;0;0;100;0;0;0
2020-04-19;CO-SAN;33;0;0;100;0;0;0
2020-04-26;CO-SAN;47;19;0;56;0;0;60
2020-05-03;CO-SAN;22;0;0;81;45;0;48
2020-05-10;CO-SAN;23;0;0;90;0;0;17
2020-05-17;CO-SAN;49;0;0;54;26;19;0
2020-05-24;CO-SAN;23;0;0;57;0;0;0
2020-05-31;CO-SAN;8;0;0;54;22;39;0
2020-06-07;CO-SAN;41;31;0;35;0;0;72
2020-06-14;CO-SAN;0;34;0;35;48;0;70
2020-06-21;CO-SAN;37;0;0;65;0;43;63
2020-06-28;CO-SAN;16;0;0;38;64;0;35
2020-07-05;CO-SAN;27;0;0;49;0;28;52
2020-07-12;CO-SAN;0;0;0;51;0;0;41
2020-07-19;CO-SAN;28;0;0;75;0;20;38
2020-07-26;CO-SAN;30;0;0;34;78;0;0
2020-08-02;CO-SAN;38;24;0;58;80;26;53
2020-08-09;CO-SAN;34;23;0;72;0;34;47
2020-08-16;CO-SAN;26;0;0;60;23;0;45
2020-08-23;CO-SAN;21;0;0;69;0;0;0
2020-08-30;CO-SAN;21;0;0;56;26;28;32
2020-09-06;CO-SAN;39;0;0;65;25;0;75
2020-09-13;CO-SAN;14;0;0;60;73;28;27
2020-09-20;CO-SAN;25;0;0;58;71;0;0
2020-09-27;CO-SAN;19;60;0;52;55;0;47
2020-10-04;CO-SAN;0;55;0;37;0;0;0
2020-10-11;CO-SAN;33;0;0;61;0;0;55
2020-10-18;CO-SAN;23;0;0;39;94;23;47
2020-10-25;CO-SAN;14;27;0;88;59;0;0
2020-11-01;CO-SAN;13;30;0;62;0;0;64
2020-11-08;CO-SAN;39;26;0;49;61;0;38
2020-11-15;CO-SAN;24;0;0;53;0;30;0
2020-11-22;CO-SAN;0;0;0;78;0;0;60
2020-11-29;CO-SAN;0;0;0;44;0;0;0
2020-12-06;CO-SAN;22;0;0;43;0;0;58
2020-12-13;CO-SAN;0;0;0;64;44;41;91
2020-12-20;CO-SAN;0;0;0;75;0;0;82
2020-12-27;CO-SAN;27;0;0;32;52;33;49
2021-01-03;CO-SAN;0;0;0;44;0;0;86
2021-01-10;CO-SAN;42;0;0;74;63;0;34
2021-01-17;CO-SAN;28;57;0;76;0;0;67
2021-01-24;CO-SAN;0;0;0;64;0;41;54
2021-01-31;CO-SAN;21;0;0;38;33;0;58
2021-02-07;CO-SAN;83;0;0;53;0;72;65
2021-02-14;CO-SAN;33;0;0;62;0;0;39
2021-02-21;CO-SAN;21;0;0;38;48;0;28
2021-02-28;CO-SAN;19;0;0;57;0;21;69
2021-03-07;CO-SAN;0;87;0;44;0;0;15
2021-03-14;CO-SAN;38;0;0;35;0;0;63
2021-03-21;CO-SAN;27;0;0;65;0;0;37
2021-03-28;CO-SAN;0;0;0;37;57;35;100
2021-04-04;CO-SAN;25;37;0;45;66;36;27
2021-04-11;CO-SAN;53;0;0;65;0;0;59
2021-04-18;CO-SAN;36;33;0;22;0;0;24
2021-04-25;CO-SAN;25;0;0;28;24;0;16
2021-05-02;CO-SAN;29;0;0;74;0;64;47
2021-05-09;CO-SAN;0;30;0;78;0;0;28
2021-05-16;CO-SAN;24;73;0;75;0;0;42
2021-05-23;CO-SAN;52;0;0;74;0;0;31
2021-05-30;CO-SAN;100;0;0;75;29;25;43
2021-06-06;CO-SAN;0;0;0;82;0;0;32
2021-06-13;CO-SAN;33;0;0;100;59;0;41
2021-06-20;CO-SAN;0;0;0;93;0;0;47
2021-06-27;CO-SAN;78;0;0;49;0;0;42
2021-07-04;CO-SAN;0;0;0;56;78;0;0
2021-07-11;CO-SAN;0;0;0;63;0;0;41
2021-07-18;CO-SAN;0;100;0;73;0;21;23
2021-07-25;CO-SAN;41;0;0;41;27;0;40
2021-08-01;CO-SAN;25;0;0;44;0;62;33
2021-08-08;CO-SAN;22;0;0;79;0;0;40
2021-08-15;CO-SAN;53;0;0;62;0;0;38
2021-08-22;CO-SAN;0;36;0;54;32;0;52
2021-08-29;CO-SAN;28;0;0;19;0;0;44
2021-09-05;CO-SAN;31;0;0;18;0;0;0
2021-09-12;CO-SAN;0;32;0;43;0;0;15
2021-09-19;CO-SAN;24;0;0;46;0;0;52
2021-09-26;CO-SAN;58;34;0;53;40;79;0
2021-10-03;CO-SAN;0;64;0;72;100;100;27
2021-10-10;CO-SAN;29;0;0;66;37;0;0
2021-10-17;CO-SAN;0;0;0;83;41;22;33
2021-10-24;CO-SAN;65;0;0;39;0;58;0
2021-10-31;CO-SAN;62;0;0;67;0;0;52
2021-11-07;CO-SAN;42;0;0;55;0;48;61
2021-11-14;CO-SAN;0;91;0;65;57;0;66
2021-11-21;CO-SAN;32;0;0;45;49;0;31
2021-11-28;CO-SAN;24;0;0;44;0;0;16
2021-12-05;CO-SAN;33;0;0;56;0;0;84
2021-12-12;CO-SAN;23;0;0;54;0;0;53
2021-12-19;CO-SAN;0;0;0;57;0;56;66
2021-12-26;CO-SAN;0;0;0;40;0;71;43
2007-01-07;CO-NSA;0;0;0;0;0;0;0
2007-01-14;CO-NSA;0;0;0;0;0;0;0
2007-01-21;CO-NSA;0;0;0;0;0;0;0
2007-01-28;CO-NSA;0;0;0;0;0;0;0
2007-02-04;CO-NSA;100;0;0;0;0;0;0
2007-02-11;CO-NSA;0;0;0;0;0;0;0
2007-02-18;CO-NSA;0;0;0;0;0;0;0
2007-02-25;CO-NSA;0;0;0;0;0;0;0
2007-03-04;CO-NSA;0;0;0;0;0;0;0
2007-03-11;CO-NSA;0;0;0;0;0;0;0
2007-03-18;CO-NSA;0;0;0;0;0;0;0
2007-03-25;CO-NSA;0;0;0;0;0;0;0
2007-04-01;CO-NSA;0;0;0;0;0;0;0
2007-04-08;CO-NSA;0;0;0;0;0;0;0
2007-04-15;CO-NSA;0;0;0;0;0;100;0
2007-04-22;CO-NSA;0;0;0;0;0;0;0
2007-04-29;CO-NSA;0;0;0;0;0;0;0
2007-05-06;CO-NSA;0;0;0;0;0;0;0
2007-05-13;CO-NSA;0;0;0;0;0;0;0
2007-05-20;CO-NSA;0;0;0;0;0;0;0
2007-05-27;CO-NSA;0;0;0;0;0;0;0
2007-06-03;CO-NSA;0;0;0;0;0;0;0
2007-06-10;CO-NSA;0;0;0;0;0;0;0
2007-06-17;CO-NSA;0;0;0;0;0;0;0
2007-06-24;CO-NSA;0;0;0;0;0;0;0
2007-07-01;CO-NSA;100;0;0;0;0;0;0
2007-07-08;CO-NSA;0;0;0;0;0;0;0
2007-07-15;CO-NSA;0;0;0;0;0;0;0
2007-07-22;CO-NSA;0;0;0;0;0;0;0
2007-07-29;CO-NSA;0;0;0;0;0;0;0
2007-08-05;CO-NSA;0;0;0;0;0;0;0
2007-08-12;CO-NSA;0;0;0;0;0;0;0
2007-08-19;CO-NSA;0;0;0;0;0;0;0
2007-08-26;CO-NSA;0;0;0;0;0;0;0
2007-09-02;CO-NSA;0;0;0;0;0;0;0
2007-09-09;CO-NSA;0;0;0;0;0;0;0
2007-09-16;CO-NSA;0;0;0;0;0;0;0
2007-09-23;CO-NSA;0;0;0;0;0;0;0
