date;Region;dengue;dengue hemorragico;mosquito dengue;dolor de cabeza;mosquitos;sintomas dengue;vomito
2020-09-27;CO-BOY;0;0;0;24;61;0;0
2020-10-04;CO-BOY;0;0;0;47;0;0;42
2020-10-11;CO-BOY;0;0;0;0;0;0;0
2020-10-18;CO-BOY;0;0;0;15;100;0;0
2020-10-25;CO-BOY;0;0;0;31;40;0;0
2020-11-01;CO-BOY;24;0;0;40;0;0;0
2020-11-08;CO-BOY;0;0;0;37;0;0;23
2020-11-15;CO-BOY;0;0;0;43;0;0;0
2020-11-22;CO-BOY;21;0;0;22;0;0;25
2020-11-29;CO-BOY;22;0;0;27;0;0;0
2020-12-06;CO-BOY;0;0;0;20;0;0;0
2020-12-13;CO-BOY;0;0;0;0;84;0;32
2020-12-20;CO-BOY;0;0;0;0;0;0;46
2020-12-27;CO-BOY;0;0;0;0;48;0;0
2021-01-03;CO-BOY;0;0;0;24;0;0;0
2021-01-10;CO-BOY;0;0;0;67;0;0;68
2021-01-17;CO-BOY;0;0;0;53;0;0;43
2021-01-24;CO-BOY;0;0;0;62;0;0;0
2021-01-31;CO-BOY;0;0;0;47;32;0;46
2021-02-07;CO-BOY;46;0;0;57;0;0;0
2021-02-14;CO-BOY;0;0;0;17;0;0;0
2021-02-21;CO-BOY;0;0;0;34;27;0;0
2021-02-28;CO-BOY;0;0;0;56;0;0;0
2021-03-07;CO-BOY;0;0;0;0;0;0;0
2021-03-14;CO-BOY;0;0;0;17;0;0;38
2021-03-21;CO-BOY;0;0;0;36;0;0;0
2021-03-28;CO-BOY;50;0;0;24;0;0;31
2021-04-04;CO-BOY;0;0;0;0;0;0;0
2021-04-11;CO-BOY;0;0;0;45;0;0;0
2021-04-18;CO-BOY;0;0;0;37;0;0;33
2021-04-25;CO-BOY;20;0;0;54;0;0;59
2021-05-02;CO-BOY;25;0;0;50;29;0;0
2021-05-09;CO-BOY;0;0;0;19;0;0;35
2021-05-16;CO-BOY;45;0;0;13;0;0;0
2021-05-23;CO-BOY;0;0;0;32;0;0;33
2021-05-30;CO-BOY;0;0;0;45;0;0;23
2021-06-06;CO-BOY;0;0;0;20;51;0;0
2021-06-13;CO-BOY;0;0;0;59;27;0;41
2021-06-20;CO-BOY;0;0;0;26;0;0;53
2021-06-27;CO-BOY;23;0;0;100;0;0;0
2021-07-04;CO-BOY;0;0;0;36;35;0;41
2021-07-11;CO-BOY;0;0;0;0;0;0;0
2021-07-18;CO-BOY;22;0;0;66;0;0;0
2021-07-25;CO-BOY;0;0;0;14;0;0;0
2021-08-01;CO-BOY;0;0;0;47;0;0;0
2021-08-08;CO-BOY;0;0;0;24;0;0;0
2021-08-15;CO-BOY;0;0;0;20;0;0;0
2021-08-22;CO-BOY;0;0;0;37;26;0;0
2021-08-29;CO-BOY;46;0;0;44;0;0;0
2021-09-05;CO-BOY;0;0;0;0;59;0;0
2021-09-12;CO-BOY;0;0;0;0;0;0;0
2021-09-19;CO-BOY;0;0;0;25;0;0;0
2021-09-26;CO-BOY;0;0;0;40;0;0;100
2021-10-03;CO-BOY;0;0;0;26;0;0;38
2021-10-10;CO-BOY;58;0;0;41;0;0;0
2021-10-17;CO-BOY;0;0;0;0;0;0;40
2021-10-24;CO-BOY;0;0;0;58;0;0;0
2021-10-31;CO-BOY;73;0;0;34;0;0;48
2021-11-07;CO-BOY;0;0;0;21;26;0;55
2021-11-14;CO-BOY;53;0;0;37;0;0;33
2021-11-21;CO-BOY;28;0;0;51;0;0;23
2021-11-28;CO-BOY;36;0;0;82;100;0;54
2021-12-05;CO-BOY;0;0;0;0;0;0;0
2021-12-12;CO-BOY;47;0;0;0;0;0;44
2021-12-19;CO-BOY;0;0;0;0;59;0;89
2021-12-26;CO-BOY;100;0;0;0;77;0;31
2007-01-07;CO-TOL;0;0;0;0;0;0;0
2007-01-14;CO-TOL;0;0;0;0;0;0;0
2007-01-21;CO-TOL;0;0;0;0;0;0;0
2007-01-28;CO-TOL;0;0;0;0;0;0;0
2007-02-04;CO-TOL;0;0;0;0;0;0;0
2007-02-11;CO-TOL;0;0;0;0;0;0;0
2007-02-18;CO-TOL;0;0;0;0;0;0;0
2007-02-25;CO-TOL;0;0;0;0;0;0;0
2007-03-04;CO-TOL;0;0;0;0;0;0;0
2007-03-11;CO-TOL;0;0;0;0;0;0;0
2007-03-18;CO-TOL;0;0;0;0;0;0;0
2007-03-25;CO-TOL;100;0;0;0;0;0;0
2007-04-01;CO-TOL;0;0;0;0;0;0;0
2007-04-08;CO-TOL;0;0;0;0;0;0;0
2007-04-15;CO-TOL;0;0;0;0;0;0;0
2007-04-22;CO-TOL;0;0;0;0;100;0;0
2007-04-29;CO-TOL;0;0;0;0;0;0;0
2007-05-06;CO-TOL;0;0;0;0;0;0;0
2007-05-13;CO-TOL;59;0;0;0;0;0;0
2007-05-20;CO-TOL;0;0;0;0;100;0;0
2007-05-27;CO-TOL;73;0;0;0;0;0;0
2007-06-03;CO-TOL;0;0;0;0;0;0;0
2007-06-10;CO-TOL;0;0;0;0;0;0;0
2007-06-17;CO-TOL;0;0;0;0;0;0;0
2007-06-24;CO-TOL;0;0;0;0;0;0;0
2007-07-01;CO-TOL;0;0;0;0;0;0;0
2007-07-08;CO-TOL;0;0;0;0;0;0;0
2007-07-15;CO-TOL;0;0;0;0;0;0;0
2007-07-22;CO-TOL;0;0;0;0;0;0;0
2007-07-29;CO-TOL;0;0;0;0;0;0;0
2007-08-05;CO-TOL;0;0;0;0;0;0;0
2007-08-12;CO-TOL;0;0;0;0;0;31;0
2007-08-19;CO-TOL;0;0;0;0;0;0;0
2007-08-26;CO-TOL;0;0;0;0;0;0;0
2007-09-02;CO-TOL;0;0;0;0;0;0;0
2007-09-09;CO-TOL;0;0;0;0;0;0;0
2007-09-16;CO-TOL;0;0;0;0;0;0;0
2007-09-23;CO-TOL;0;100;0;0;0;0;0
2007-09-30;CO-TOL;0;0;0;0;0;0;0
2007-10-07;CO-TOL;0;0;0;0;0;0;0
2007-10-14;CO-TOL;0;0;0;0;0;0;0
2007-10-21;CO-TOL;0;0;0;0;0;0;0
2007-10-28;CO-TOL;0;0;0;0;0;0;0
2007-11-04;CO-TOL;0;0;0;0;0;0;0
2007-11-11;CO-TOL;0;0;0;0;0;0;0
2007-11-18;CO-TOL;0;0;0;0;0;100;0
2007-11-25;CO-TOL;0;0;0;0;0;0;0
2007-12-02;CO-TOL;0;0;0;0;0;0;0
2007-12-09;CO-TOL;0;0;0;0;0;0;0
2007-12-16;CO-TOL;0;0;0;0;0;0;0
2007-12-23;CO-TOL;0;0;0;100;80;0;0
2007-12-30;CO-TOL;0;0;0;0;0;0;0
2008-01-06;CO-TOL;0;0;0;0;0;0;100
2008-01-13;CO-TOL;0;0;0;0;0;0;0
2008-01-20;CO-TOL;0;0;0;0;0;0;0
2008-01-27;CO-TOL;0;0;0;0;0;0;0
2008-02-03;CO-TOL;0;0;0;0;100;0;94
2008-02-10;CO-TOL;0;0;0;0;0;0;0
2008-02-17;CO-TOL;0;0;0;100;0;0;0
2008-02-24;CO-TOL;0;0;0;0;0;0;0
2008-03-02;CO-TOL;100;0;0;0;0;0;0
2008-03-09;CO-TOL;0;0;0;0;0;0;0
2008-03-16;CO-TOL;0;100;0;0;0;0;0
2008-03-23;CO-TOL;0;0;0;0;0;0;0
2008-03-30;CO-TOL;0;0;0;0;0;0;0
2008-04-06;CO-TOL;0;0;0;0;0;0;0
2008-04-13;CO-TOL;0;0;0;0;0;0;0
2008-04-20;CO-TOL;0;0;0;0;0;0;0
2008-04-27;CO-TOL;0;0;0;0;0;0;0
2008-05-04;CO-TOL;0;0;0;0;0;0;0
2008-05-11;CO-TOL;0;0;0;0;0;82;0
2008-05-18;CO-TOL;0;100;0;0;0;0;0
2008-05-25;CO-TOL;0;0;0;0;0;0;0
2008-06-01;CO-TOL;0;0;0;0;0;0;0
2008-06-08;CO-TOL;0;0;0;0;0;0;0
2008-06-15;CO-TOL;0;0;0;0;0;0;0
2008-06-22;CO-TOL;0;26;0;0;0;0;100
2008-06-29;CO-TOL;0;0;0;0;0;0;0
2008-07-06;CO-TOL;0;0;0;88;0;0;0
2008-07-13;CO-TOL;0;0;0;0;0;0;0
2008-07-20;CO-TOL;0;0;0;0;0;0;32
2008-07-27;CO-TOL;0;0;0;0;0;0;0
2008-08-03;CO-TOL;0;0;0;0;0;0;0
2008-08-10;CO-TOL;0;0;0;0;0;0;0
2008-08-17;CO-TOL;0;0;0;0;0;0;0
2008-08-24;CO-TOL;0;0;0;0;0;0;0
2008-08-31;CO-TOL;0;0;0;0;0;0;0
2008-09-07;CO-TOL;0;0;0;0;0;0;0
2008-09-14;CO-TOL;0;0;0;0;0;0;0
2008-09-21;CO-TOL;0;0;0;0;0;0;0
2008-09-28;CO-TOL;53;32;0;0;0;100;0
2008-10-05;CO-TOL;0;0;0;0;0;0;0
2008-10-12;CO-TOL;0;0;0;0;0;0;0
2008-10-19;CO-TOL;0;0;0;0;0;0;0
2008-10-26;CO-TOL;0;0;0;0;0;0;0
2008-11-02;CO-TOL;0;0;0;0;0;0;0
2008-11-09;CO-TOL;0;0;0;0;0;0;0
2008-11-16;CO-TOL;0;0;0;0;0;0;0
2008-11-23;CO-TOL;0;100;0;0;0;87;0
2008-11-30;CO-TOL;0;0;0;0;0;0;0
2008-12-07;CO-TOL;0;0;0;0;0;0;0
2008-12-14;CO-TOL;0;0;0;0;0;0;0
2008-12-21;CO-TOL;0;0;0;0;0;0;0
2008-12-28;CO-TOL;0;0;0;0;0;0;0
2009-01-04;CO-TOL;0;0;0;0;0;0;0
2009-01-11;CO-TOL;0;0;0;0;0;0;0
2009-01-18;CO-TOL;0;0;0;0;0;0;0
2009-01-25;CO-TOL;0;0;0;100;0;0;0
2009-02-01;CO-TOL;0;0;0;0;0;0;0
2009-02-08;CO-TOL;0;100;0;0;0;0;0
2009-02-15;CO-TOL;0;0;0;0;0;0;0
2009-02-22;CO-TOL;0;0;0;0;0;0;0
2009-03-01;CO-TOL;0;0;0;0;0;0;0
2009-03-08;CO-TOL;0;0;0;0;0;0;0
2009-03-15;CO-TOL;0;0;0;0;100;0;100
2009-03-22;CO-TOL;0;0;0;0;0;0;0
2009-03-29;CO-TOL;0;0;0;0;0;0;0
2009-04-05;CO-TOL;0;0;0;0;0;0;0
2009-04-12;CO-TOL;0;0;0;0;100;0;76
2009-04-19;CO-TOL;0;0;0;0;0;0;0
2009-04-26;CO-TOL;0;0;0;0;0;0;0
2009-05-03;CO-TOL;0;78;0;0;0;0;0
2009-05-10;CO-TOL;0;0;0;0;0;0;0
2009-05-17;CO-TOL;0;0;0;0;0;0;0
2009-05-24;CO-TOL;0;0;0;0;0;0;0
2009-05-31;CO-TOL;0;0;0;0;0;0;0
2009-06-07;CO-TOL;0;0;0;0;0;0;0
2009-06-14;CO-TOL;0;0;0;0;0;0;0
2009-06-21;CO-TOL;0;0;0;0;0;100;0
2009-06-28;CO-TOL;0;0;0;0;0;0;0
2009-07-05;CO-TOL;0;0;0;0;0;0;0
2009-07-12;CO-TOL;0;100;0;0;0;0;0
2009-07-19;CO-TOL;0;0;0;0;0;0;0
2009-07-26;CO-TOL;0;0;0;0;0;0;0
2009-08-02;CO-TOL;0;0;0;0;0;0;0
2009-08-09;CO-TOL;0;0;0;0;0;0;0
2009-08-16;CO-TOL;0;0;0;100;0;0;0
2009-08-23;CO-TOL;0;0;0;0;0;0;0
2009-08-30;CO-TOL;0;0;0;0;0;0;0
2009-09-06;CO-TOL;0;0;0;0;0;0;0
2009-09-13;CO-TOL;0;0;0;0;0;0;0
2009-09-20;CO-TOL;0;0;0;0;0;0;0
2009-09-27;CO-TOL;0;0;0;0;0;0;0
2009-10-04;CO-TOL;0;0;0;0;0;0;0
2009-10-11;CO-TOL;0;0;0;0;0;0;0
2009-10-18;CO-TOL;0;0;0;0;0;0;0
2009-10-25;CO-TOL;0;0;0;0;0;0;0
2009-11-01;CO-TOL;0;0;0;0;0;100;0
2009-11-08;CO-TOL;0;0;0;0;0;0;0
2009-11-15;CO-TOL;0;0;0;0;0;59;0
2009-11-22;CO-TOL;0;0;0;0;0;0;0
2009-11-29;CO-TOL;0;0;0;0;0;0;0
2009-12-06;CO-TOL;0;0;0;0;0;0;0
2009-12-13;CO-TOL;0;0;0;0;0;0;0
2009-12-20;CO-TOL;0;0;0;0;0;0;0
2009-12-27;CO-TOL;0;0;0;0;0;0;0
2010-01-03;CO-TOL;0;0;0;0;0;0;0
2010-01-10;CO-TOL;0;0;0;0;0;0;0
2010-01-17;CO-TOL;0;0;0;0;0;0;0
2010-01-24;CO-TOL;0;0;0;0;0;0;0
2010-01-31;CO-TOL;0;0;0;0;0;0;0
2010-02-07;CO-TOL;0;0;0;0;0;0;0
2010-02-14;CO-TOL;0;0;0;0;0;0;0
2010-02-21;CO-TOL;0;0;0;0;0;0;0
2010-02-28;CO-TOL;0;0;0;0;0;0;0
2010-03-07;CO-TOL;0;0;0;0;0;0;0
2010-03-14;CO-TOL;0;0;0;0;0;0;0
2010-03-21;CO-TOL;0;0;0;0;0;0;0
2010-03-28;CO-TOL;0;0;0;0;0;0;0
2010-04-04;CO-TOL;0;0;0;0;0;0;0
2010-04-11;CO-TOL;0;0;0;0;0;0;0
2010-04-18;CO-TOL;0;0;0;0;0;0;0
2010-04-25;CO-TOL;0;0;0;0;55;0;0
2010-05-02;CO-TOL;0;0;0;0;0;0;0
2010-05-09;CO-TOL;0;0;0;100;0;0;0
2010-05-16;CO-TOL;0;0;0;0;0;0;0
2010-05-23;CO-TOL;0;0;0;0;0;0;0
2010-05-30;CO-TOL;0;100;0;0;0;0;0
2010-06-06;CO-TOL;0;0;0;0;0;0;0
2010-06-13;CO-TOL;0;0;0;0;0;0;0
2010-06-20;CO-TOL;0;0;0;0;0;0;0
2010-06-27;CO-TOL;0;0;0;0;0;0;0
2010-07-04;CO-TOL;0;0;0;0;0;0;0
2010-07-11;CO-TOL;0;0;0;0;0;0;0
2010-07-18;CO-TOL;27;0;0;0;0;0;0
2010-07-25;CO-TOL;0;0;0;0;0;0;0
2010-08-01;CO-TOL;0;0;0;0;0;0;0
2010-08-08;CO-TOL;0;0;0;0;0;0;0
2010-08-15;CO-TOL;0;0;0;0;100;0;0
2010-08-22;CO-TOL;0;0;0;0;0;0;0
2010-08-29;CO-TOL;0;59;0;0;100;0;0
2010-09-05;CO-TOL;0;0;0;0;0;0;0
2010-09-12;CO-TOL;0;0;0;0;0;100;0
2010-09-19;CO-TOL;0;0;0;0;0;0;0
2010-09-26;CO-TOL;0;0;0;0;0;0;0
2010-10-03;CO-TOL;0;0;0;0;0;0;0
2010-10-10;CO-TOL;0;0;0;0;0;0;0
2010-10-17;CO-TOL;0;0;0;0;0;0;0
2010-10-24;CO-TOL;0;0;0;0;0;0;0
2010-10-31;CO-TOL;0;100;0;59;0;0;0
2010-11-07;CO-TOL;0;0;0;0;0;0;0
2010-11-14;CO-TOL;0;0;0;0;21;0;0
2010-11-21;CO-TOL;0;0;0;0;0;0;0
2010-11-28;CO-TOL;100;0;0;0;0;0;0
2010-12-05;CO-TOL;0;0;0;0;0;0;0
2010-12-12;CO-TOL;0;0;0;0;100;0;0
2010-12-19;CO-TOL;0;0;0;0;0;0;0
2010-12-26;CO-TOL;0;0;0;0;1;1;0
2011-01-02;CO-TOL;0;0;0;0;0;18;0
2011-01-09;CO-TOL;0;30;0;0;0;20;27
2011-01-16;CO-TOL;67;0;0;27;0;0;0
2011-01-23;CO-TOL;0;0;0;0;0;0;0
2011-01-30;CO-TOL;0;0;0;0;0;0;0
2011-02-06;CO-TOL;0;0;0;0;0;0;0
2011-02-13;CO-TOL;0;0;0;43;0;21;0
2011-02-20;CO-TOL;0;0;0;0;16;0;0
2011-02-27;CO-TOL;0;0;0;21;0;0;0
2011-03-06;CO-TOL;0;0;0;0;26;0;0
2011-03-13;CO-TOL;0;0;0;0;0;0;0
2011-03-20;CO-TOL;0;0;0;22;0;0;0
2011-03-27;CO-TOL;0;23;0;25;0;0;100
2011-04-03;CO-TOL;0;0;0;0;0;0;0
2011-04-10;CO-TOL;0;0;0;0;0;0;0
2011-04-17;CO-TOL;0;0;0;0;0;0;0
2011-04-24;CO-TOL;34;0;0;39;0;0;0
2011-05-01;CO-TOL;0;0;0;28;13;0;30
2011-05-08;CO-TOL;0;0;0;0;0;8;21
2011-05-15;CO-TOL;25;0;0;0;14;0;0
2011-05-22;CO-TOL;35;0;0;0;0;0;0
2011-05-29;CO-TOL;0;0;0;0;0;0;50
2011-06-05;CO-TOL;0;0;0;0;25;26;0
2011-06-12;CO-TOL;0;0;0;0;0;0;0
2011-06-19;CO-TOL;0;0;0;0;0;13;0
2011-06-26;CO-TOL;0;13;0;0;20;0;0
2011-07-03;CO-TOL;0;0;0;18;0;9;0
2011-07-10;CO-TOL;0;0;0;0;0;0;0
2011-07-17;CO-TOL;0;0;0;0;12;15;0
2011-07-24;CO-TOL;0;10;0;21;0;0;20
2011-07-31;CO-TOL;21;0;0;0;0;14;0
2011-08-07;CO-TOL;0;0;0;0;54;0;0
2011-08-14;CO-TOL;0;0;0;0;0;0;0
2011-08-21;CO-TOL;0;100;0;100;65;0;0
2011-08-28;CO-TOL;0;0;0;0;0;0;0
2011-09-04;CO-TOL;0;0;0;0;100;100;0
2011-09-11;CO-TOL;32;0;0;0;0;0;0
2011-09-18;CO-TOL;0;0;0;0;0;0;0
2011-09-25;CO-TOL;0;0;0;26;0;0;33
2011-10-02;CO-TOL;12;0;0;0;0;3;0
2011-10-09;CO-TOL;0;3;0;0;0;2;0
2011-10-16;CO-TOL;0;0;0;0;0;0;0
2011-10-23;CO-TOL;0;6;0;0;0;0;15
2011-10-30;CO-TOL;32;14;0;9;21;0;7
2011-11-06;CO-TOL;17;9;0;0;0;0;0
2011-11-13;CO-TOL;0;0;0;0;17;0;0
2011-11-20;CO-TOL;100;0;0;0;0;0;0
2011-11-27;CO-TOL;0;0;0;0;0;86;0
2011-12-04;CO-TOL;0;0;0;42;28;0;0
2011-12-11;CO-TOL;52;0;0;46;0;0;23
2011-12-18;CO-TOL;0;0;0;31;0;0;0
2011-12-25;CO-TOL;54;0;0;0;0;0;23
2012-01-01;CO-TOL;0;0;0;0;25;0;0
2012-01-08;CO-TOL;0;0;0;0;65;0;31
2012-01-15;CO-TOL;0;0;0;0;0;0;0
2012-01-22;CO-TOL;31;59;0;26;45;0;0
2012-01-29;CO-TOL;17;70;0;0;0;0;0
2012-02-05;CO-TOL;0;0;0;0;0;0;0
2012-02-12;CO-TOL;0;0;0;0;0;0;0
2012-02-19;CO-TOL;0;0;0;0;0;0;0
2012-02-26;CO-TOL;46;0;0;0;0;0;20
2012-03-04;CO-TOL;0;0;0;100;0;0;0
2012-03-11;CO-TOL;0;0;0;0;100;0;100
2012-03-18;CO-TOL;0;0;0;0;45;0;0
2012-03-25;CO-TOL;0;0;0;0;0;35;0
2012-04-01;CO-TOL;31;0;0;32;0;33;0
2012-04-08;CO-TOL;0;0;0;26;0;0;0
2012-04-15;CO-TOL;27;0;0;16;0;0;0
2012-04-22;CO-TOL;0;0;0;0;0;0;0
2012-04-29;CO-TOL;56;0;0;53;19;0;13
2012-05-06;CO-TOL;0;0;0;0;17;19;0
2012-05-13;CO-TOL;0;0;0;0;0;0;19
2012-05-20;CO-TOL;24;0;0;0;24;0;0
2012-05-27;CO-TOL;41;32;0;0;0;0;0
2012-06-03;CO-TOL;0;53;0;18;0;0;35
2012-06-10;CO-TOL;0;0;0;41;28;0;30
2012-06-17;CO-TOL;0;0;0;0;0;0;0
2012-06-24;CO-TOL;0;0;0;0;0;0;97
2012-07-01;CO-TOL;0;0;0;0;0;0;87
2012-07-08;CO-TOL;0;0;0;21;19;0;0
2012-07-15;CO-TOL;0;0;0;0;0;48;0
2012-07-22;CO-TOL;47;0;0;0;0;18;0
2012-07-29;CO-TOL;19;0;0;15;0;16;0
2012-08-05;CO-TOL;0;0;0;0;0;0;0
2012-08-12;CO-TOL;0;0;0;0;0;32;0
2012-08-19;CO-TOL;27;0;0;22;0;0;15
2012-08-26;CO-TOL;0;0;0;28;0;0;0
2012-09-02;CO-TOL;0;0;0;0;0;0;40
2012-09-09;CO-TOL;0;0;0;69;0;100;0
2012-09-16;CO-TOL;100;56;0;0;0;0;0
2012-09-23;CO-TOL;15;0;0;36;0;0;40
2012-09-30;CO-TOL;13;44;0;0;0;0;0
2012-10-07;CO-TOL;22;100;0;0;0;0;14
2012-10-14;CO-TOL;0;26;0;13;0;0;0
2012-10-21;CO-TOL;31;85;0;0;0;0;0
2012-10-28;CO-TOL;0;30;0;33;0;0;0
2012-11-04;CO-TOL;0;0;0;12;33;0;0
2012-11-11;CO-TOL;38;0;0;0;0;8;9
2012-11-18;CO-TOL;0;0;0;16;0;0;14
2012-11-25;CO-TOL;0;0;0;60;0;0;15
2012-12-02;CO-TOL;0;0;0;31;0;19;13
2012-12-09;CO-TOL;0;0;0;0;0;0;0
2012-12-16;CO-TOL;0;38;0;0;9;19;0
2012-12-23;CO-TOL;0;38;0;17;14;0;12
2012-12-30;CO-TOL;0;0;0;34;0;12;0
2013-01-06;CO-TOL;23;0;0;0;0;0;0
2013-01-13;CO-TOL;0;0;0;0;0;0;0
2013-01-20;CO-TOL;22;0;0;25;27;0;0
2013-01-27;CO-TOL;0;0;0;0;0;38;0
2013-02-03;CO-TOL;0;58;0;18;0;0;0
2013-02-10;CO-TOL;40;0;0;0;0;0;87
2013-02-17;CO-TOL;0;0;0;0;0;63;0
2013-02-24;CO-TOL;85;0;0;14;0;0;0
2013-03-03;CO-TOL;0;53;0;0;0;0;0
2013-03-10;CO-TOL;0;100;0;69;19;100;0
2013-03-17;CO-TOL;0;33;0;0;100;0;0
2013-03-24;CO-TOL;32;0;0;32;0;31;0
2013-03-31;CO-TOL;0;0;0;25;0;0;48
2013-04-07;CO-TOL;65;0;0;0;0;0;0
2013-04-14;CO-TOL;60;0;0;37;37;0;0
2013-04-21;CO-TOL;35;0;0;39;0;0;0
2013-04-28;CO-TOL;33;55;0;0;0;0;0
2013-05-05;CO-TOL;65;67;0;100;0;20;0
2013-05-12;CO-TOL;71;43;0;0;0;53;99
2013-05-19;CO-TOL;100;55;0;0;22;35;0
2013-05-26;CO-TOL;0;0;0;0;0;0;0
2013-06-02;CO-TOL;0;0;0;0;41;0;58
2013-06-09;CO-TOL;0;0;0;74;63;20;0
2013-06-16;CO-TOL;74;57;0;0;0;28;38
2013-06-23;CO-TOL;0;0;0;0;25;0;0
2013-06-30;CO-TOL;31;0;0;0;0;0;0
2013-07-07;CO-TOL;56;0;0;23;29;33;48
2013-07-14;CO-TOL;44;0;0;0;0;0;58
2013-07-21;CO-TOL;54;0;0;44;0;31;53
2013-07-28;CO-TOL;0;0;0;25;0;0;43
2013-08-04;CO-TOL;0;0;0;0;0;29;0
2013-08-11;CO-TOL;61;0;0;0;0;0;0
2013-08-18;CO-TOL;0;0;0;0;0;28;0
2013-08-25;CO-TOL;73;0;0;14;0;0;0
2013-09-01;CO-TOL;28;0;0;18;24;0;100
2013-09-08;CO-TOL;0;0;0;63;0;0;0
2013-09-15;CO-TOL;0;0;0;14;45;0;0
2013-09-22;CO-TOL;37;0;0;0;27;0;55
2013-09-29;CO-TOL;51;0;0;0;78;0;0
2013-10-06;CO-TOL;28;0;0;0;0;0;0
2013-10-13;CO-TOL;0;0;0;0;0;0;37
2013-10-20;CO-TOL;62;0;0;24;21;0;0
2013-10-27;CO-TOL;64;0;0;0;0;0;0
2013-11-03;CO-TOL;0;0;0;0;0;0;0
2013-11-10;CO-TOL;46;0;0;0;0;0;100
2013-11-17;CO-TOL;60;0;0;0;0;0;0
2013-11-24;CO-TOL;0;0;0;36;0;0;0
2013-12-01;CO-TOL;27;0;0;21;0;0;0
2013-12-08;CO-TOL;63;0;0;28;38;0;43
2013-12-15;CO-TOL;0;0;0;29;0;0;0
2013-12-22;CO-TOL;45;0;0;0;0;0;0
2013-12-29;CO-TOL;0;0;0;0;34;0;0
2014-01-05;CO-TOL;23;0;0;0;38;35;0
2014-01-12;CO-TOL;0;0;0;0;0;0;0
2014-01-19;CO-TOL;0;0;0;0;38;39;58
2014-01-26;CO-TOL;30;0;0;63;0;52;0
2014-02-02;CO-TOL;33;0;0;48;0;0;56
2014-02-09;CO-TOL;68;85;0;0;0;0;0
2014-02-16;CO-TOL;49;0;0;71;0;0;30
2014-02-23;CO-TOL;0;0;0;0;0;0;29
2014-03-02;CO-TOL;0;0;0;0;0;0;31
2014-03-09;CO-TOL;33;62;0;0;100;0;0
2014-03-16;CO-TOL;0;0;0;38;0;0;0
2014-03-23;CO-TOL;34;31;0;0;0;29;0
2014-03-30;CO-TOL;88;0;0;39;0;43;0
2014-04-06;CO-TOL;36;0;0;0;0;0;39
2014-04-13;CO-TOL;25;0;0;0;0;0;0
2014-04-20;CO-TOL;53;0;0;84;51;0;0
2014-04-27;CO-TOL;0;0;0;50;0;0;44
2014-05-04;CO-TOL;53;0;0;53;44;0;30
2014-05-11;CO-TOL;0;0;0;45;0;0;28
2014-05-18;CO-TOL;0;0;0;0;58;0;28
2014-05-25;CO-TOL;37;0;0;61;0;0;0
2014-06-01;CO-TOL;51;0;0;0;30;0;0
2014-06-08;CO-TOL;26;0;0;100;0;100;0
2014-06-15;CO-TOL;0;0;0;0;28;0;89
2014-06-22;CO-TOL;68;0;0;0;0;0;61
2014-06-29;CO-TOL;29;0;0;0;0;0;0
2014-07-06;CO-TOL;0;0;0;62;0;0;0
2014-07-13;CO-TOL;0;0;0;39;0;0;0
2014-07-20;CO-TOL;0;0;0;0;22;0;0
2014-07-27;CO-TOL;0;100;0;0;29;0;0
2014-08-03;CO-TOL;0;0;0;0;0;0;0
2014-08-10;CO-TOL;81;53;0;0;0;45;0
2014-08-17;CO-TOL;0;0;0;49;0;0;0
2014-08-24;CO-TOL;0;0;0;24;0;0;38
2014-08-31;CO-TOL;0;0;0;0;0;0;0
2014-09-07;CO-TOL;61;0;0;0;31;0;78
2014-09-14;CO-TOL;37;0;0;40;45;0;0
2014-09-21;CO-TOL;39;0;0;44;0;39;0
2014-09-28;CO-TOL;52;37;0;0;20;0;100
2014-10-05;CO-TOL;0;0;0;0;98;0;53
2014-10-12;CO-TOL;44;0;0;70;0;29;32
2014-10-19;CO-TOL;18;0;0;33;0;0;0
2014-10-26;CO-TOL;20;0;0;0;0;0;0
2014-11-02;CO-TOL;44;0;0;65;0;0;0
2014-11-09;CO-TOL;17;32;0;32;0;0;0
2014-11-16;CO-TOL;28;0;0;0;0;0;49
2014-11-23;CO-TOL;0;0;0;38;0;0;0
2014-11-30;CO-TOL;20;0;0;0;0;44;0
2014-12-07;CO-TOL;41;0;0;34;0;47;78
2014-12-14;CO-TOL;100;64;0;0;0;0;41
2014-12-21;CO-TOL;37;0;0;0;30;64;57
2014-12-28;CO-TOL;0;55;0;63;0;0;0
2015-01-04;CO-TOL;0;0;0;67;0;32;34
2015-01-11;CO-TOL;80;100;0;0;0;38;0
2015-01-18;CO-TOL;0;46;0;0;76;0;58
2015-01-25;CO-TOL;100;0;0;71;0;0;27
2015-02-01;CO-TOL;52;0;0;0;0;34;0
2015-02-08;CO-TOL;0;0;0;0;0;0;0
2015-02-15;CO-TOL;60;0;0;0;0;100;0
2015-02-22;CO-TOL;41;0;0;0;34;0;37
2015-03-01;CO-TOL;0;0;0;19;0;0;0
2015-03-08;CO-TOL;0;0;0;0;0;0;0
2015-03-15;CO-TOL;55;63;0;27;40;37;26
2015-03-22;CO-TOL;76;0;0;35;0;0;0
2015-03-29;CO-TOL;79;0;0;0;0;0;0
2015-04-05;CO-TOL;23;86;0;40;0;0;61
2015-04-12;CO-TOL;0;0;0;29;84;25;29
